EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,179000.00,"NEW YORK, NY",3/1/16,6/30/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,179000.00,"NEW YORK, NY",4/13/16,4/26/16,CERTIFIED
BLOOMBERG LP,CROSS ASSET DERIVATIVE LIBRARY QUANT,180000.00,"NEW YORK, NY",3/28/16,9/15/16,CERTIFIED
BLOOMBERG LP,REST API DEVELOPER,180000.00,"NEW YORK, NY",7/20/16,9/6/16,WITHDRAWN
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,180000.00,"NEW YORK, NY",11/16/16,4/21/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,181000.00,"NEW YORK, NY",4/19/16,8/15/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,182000.00,"NEW YORK, NY",10/26/16,11/14/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,183500.00,"NEW YORK, NY",4/19/16,9/1/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,184000.00,"NEW YORK, NY",4/8/16,4/21/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,184000.00,"NEW YORK, NY",9/23/16,10/10/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,184500.00,"NEW YORK, NY",11/4/16,3/26/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,184500.00,"NEW YORK, NY",2/29/16,8/25/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,185000.00,"SAN FRANCISCO, CA",12/12/16,1/3/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,185000.00,"SAN FRANCISCO, CA",3/16/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,185000.00,"NEW YORK, NY",8/10/16,8/29/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,185200.00,"NEW YORK, NY",1/27/16,2/10/16,CERTIFIED
BLOOMBERG LP,MASTER DATA MANAGER,187000.00,"NEW YORK, NY",2/22/16,3/23/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,187000.00,"NEW YORK, NY",4/14/16,9/20/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,187000.00,"NEW YORK, NY",4/8/16,9/1/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,187500.00,"NEW YORK, NY",11/23/16,12/5/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,188000.00,"NEW YORK, NY",12/7/16,1/16/17,CERTIFIED
BLOOMBERG LP,TEAM LEADER,189000.00,"NEW YORK, NY",1/26/16,2/10/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,189000.00,"WASHINGTON DC, DC",6/22/16,7/7/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,189180.00,"NEW YORK, NY",1/21/16,2/19/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,190000.00,"NEW YORK, NY",2/24/16,7/6/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,192000.00,"NEW YORK, NY",10/21/16,3/30/17,CERTIFIED
BLOOMBERG LP,MORTGAGE MODELER TEAM LEADER,193000.00,"NEW YORK, NY",3/18/16,8/31/16,CERTIFIED
BLOOMBERG LP,MORTGAGE MODELLER TEAM LEADER,193000.00,"NEW YORK, NY",3/18/16,8/31/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,193000.00,"NEW YORK, NY",4/12/16,4/22/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,193000.00,"NEW YORK, NY",5/6/16,5/23/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,193500.00,"NEW YORK, NY",5/18/16,9/30/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,193500.00,"NEW YORK, NY",11/3/16,11/14/16,CERTIFIED
BLOOMBERG LP,BVAULT REPRESENTATIVE,194500.00,"NEW YORK, NY",5/11/16,9/2/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,194500.00,"NEW YORK, NY",6/14/16,8/30/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,194500.00,"NEW YORK, NY",3/16/16,3/28/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,194500.00,"NEW YORK, NY",9/16/16,10/3/16,CERTIFIED
BLOOMBERG LP,MATHEMATICIANS,198000.00,"NEW YORK, NY",4/5/16,9/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SAP BASIS ADMINISTRATOR,198000.00,"NEW YORK, NY",9/16/16,1/15/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,200000.00,"NEW YORK, NY",12/7/16,12/19/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,201500.00,"NEW YORK, NY",2/17/16,6/9/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,201500.00,"NEW YORK, NY",3/2/16,3/14/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,202000.00,"PRINCETON, NJ",4/12/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,202000.00,"NEW YORK, NY",4/12/16,9/29/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,202000.00,"PRINCETON, NJ",2/10/16,2/25/16,CERTIFIED
BLOOMBERG LP,BLOOMBERG RISK AND VALUATION QUANTITATIVE RESEARCHER,203000.00,"NEW YORK, NY",8/24/16,2/23/17,CERTIFIED
BLOOMBERG LP,BLOOMBERG RISK SERVICES MANAGER,205000.00,"NEW YORK, NY",11/1/16,4/14/17,CERTIFIED
BLOOMBERG LP,LATIN AMERICA ECONOMIST,205000.00,"NEW YORK, NY",2/24/16,3/28/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,205000.00,"NEW YORK, NY",6/21/16,7/18/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,205000.00,"NEW YORK, NY",2/17/16,2/22/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,205500.00,"NEW YORK, NY",2/29/16,8/27/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,207000.00,"NEW YORK, NY",4/19/16,9/1/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,207000.00,"NEW YORK, NY",4/18/16,8/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,208000.00,"NEW YORK, NY",12/30/16,6/16/17,CERTIFIED
BLOOMBERG LP,BUSINESS OPERATIONS SPECIALIST,208500.00,"NEW YORK, NY",4/28/16,5/9/16,CERTIFIED
BLOOMBERG LP,BUSINESS OPERATIONS SPECIALIST/SENIOR FIS REPRESENTATIVE,208500.00,"NEW YORK, NY",7/15/16,9/30/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,208500.00,"NEW YORK, NY",3/17/16,3/28/16,CERTIFIED
BLOOMBERG LP,SCRUM MASTER,215000.00,"NEW YORK, NY",8/2/16,9/6/16,CERTIFIED
BLOOMBERG LP,PROJECT LEADER,217000.00,"NEW YORK, NY",8/12/16,9/1/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,218000.00,"NEW YORK, NY",6/27/16,10/1/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,219000.00,"NEW YORK, NY",6/27/16,12/27/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,221000.00,"NEW YORK, NY",3/4/16,3/17/16,CERTIFIED
BLOOMBERG LP,ECD REGULATORY TEAM LEADER,226000.00,"NEW YORK, NY",2/5/16,2/15/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,229500.00,"NEW YORK, NY",6/27/16,8/15/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,229500.00,"NEW YORK, NY",10/14/16,10/24/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,230000.00,"NEW YORK, NY",1/27/16,6/2/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,231500.00,"NEW YORK, NY",5/17/16,8/30/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,233000.00,"NEW YORK, NY",3/1/16,8/31/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,233000.00,"NEW YORK, NY",3/1/16,8/30/16,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,234500.00,"NEW YORK, NY",10/28/16,4/10/17,CERTIFIED
BLOOMBERG LP,SENIOR SOFTWARE DEVELOPER,234500.00,"NEW YORK, NY",11/17/16,4/11/17,CERTIFIED
BLOOMBERG LP,TEAM LEADER,236500.00,"PRINCETON, NJ",7/1/16,7/19/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,236500.00,"PRINCETON, NJ",7/6/16,7/19/16,CERTIFIED
BLOOMBERG LP,GROUP TEAM LEADER RECRUITING,240000.00,"NEW YORK, NY",3/14/16,7/1/16,CERTIFIED
BLOOMBERG LP,PRODUCT MANAGER,245000.00,"NEW YORK, NY",3/11/16,9/1/16,CERTIFIED
BLOOMBERG LP,QUANTITATIVE ANALYST,252000.00,"NEW YORK, NY",10/31/16,4/30/17,CERTIFIED
BLOOMBERG LP,R&D MANAGER,255000.00,"NEW YORK, NY",3/7/16,8/31/16,CERTIFIED
BLOOMBERG LP,TEAM LEADER,255000.00,"NEW YORK, NY",7/29/16,7/27/16,DENIED
BLOOMBERG LP,TEAM LEADER,255000.00,"NEW YORK, NY",8/3/16,8/3/16,CERTIFIED
BLOOMBERG LP,SENIOR HADOOP INFRASTRUCTURE ENGINEER,265000.00,"NEW YORK, NY",11/23/16,12/5/16,CERTIFIED
BLOOMBERG LP,APPLICATION SPECIALIST,270000.00,"NEW YORK, NY",11/15/16,1/17/17,CERTIFIED
BLOOMBERG LP,GLOBAL HEAD OF REAL TIME DATA AND TECHNOLOGY,585000.00,"NEW YORK, NY",4/26/16,9/15/16,CERTIFIED
